subject,trial,response,reward,trial_type,accuracy
4027,1,1,1,0,1
4027,2,1,0,0,1
4027,3,1,1,0,1
4027,4,-99,-99,1,-99
4027,5,3,0,1,1
4027,6,3,0,1,1
4027,7,3,0,1,1
4027,8,3,0,1,1
4027,9,1,1,0,1
4027,10,1,1,0,1
4027,11,1,0,0,1
4027,12,3,0,1,1
4027,13,1,1,0,1
4027,14,1,1,0,1
4027,15,2,-1,1,0
4027,16,3,0,1,1
4027,17,3,0,1,1
4027,18,1,0,0,1
4027,19,3,0,1,1
4027,20,3,-1,1,1
4027,21,1,1,0,1
4027,22,3,0,0,0
4027,23,3,0,1,1
4027,24,1,1,0,1
4027,25,1,1,0,1
4027,26,1,1,0,1
4027,27,3,0,1,1
4027,28,3,0,1,1
4027,29,3,0,1,1
4027,30,3,0,1,1
4027,31,1,1,0,1
4027,32,3,0,1,1
4027,33,3,0,1,1
4027,34,1,1,0,1
4027,35,1,1,0,1
4027,36,1,1,0,1
4027,37,3,1,1,1
4027,38,1,1,0,1
4027,39,3,0,1,1
4027,40,1,0,0,1
4027,41,3,0,1,1
4027,42,3,0,1,1
4027,43,3,0,1,1
4027,44,1,1,0,1
4027,45,3,1,1,1
4027,46,3,0,1,1
4027,47,3,0,1,1
4027,48,3,0,1,1
4027,49,1,1,0,1
4027,50,1,1,0,1
4027,51,1,1,0,1
4027,52,1,0,0,1
4027,53,3,0,1,1
4027,54,3,-1,1,1
4027,55,3,1,1,1
4027,56,3,0,1,1
4027,57,3,0,1,1
4027,58,1,1,0,1
4027,59,3,0,1,1
4027,60,1,1,0,1
4027,61,1,1,0,1
4027,62,3,0,1,1
4027,63,1,0,0,1
4027,64,3,1,0,0
4027,65,3,0,0,0
4027,66,1,1,0,1
4027,67,3,0,1,1
4027,68,1,1,0,1
4027,69,1,1,0,1
4027,70,3,0,1,1
4027,71,1,1,0,1
4027,72,1,1,0,1
4027,73,3,0,0,0
4027,74,1,1,0,1
4027,75,3,0,1,1
4027,76,3,-1,1,1
4027,77,1,1,0,1
4027,78,1,0,0,1
4027,79,3,1,1,1
4027,80,3,0,1,1
4027,81,1,1,0,1
4027,82,3,0,1,1
4027,83,1,1,0,1
4027,84,1,0,0,1
4027,85,3,0,1,1
4027,86,3,0,1,1
4027,87,3,0,1,1
4027,88,1,1,0,1
4027,89,1,1,0,1
4027,90,3,0,1,1
4027,91,1,0,0,1
4027,92,2,-1,1,0
4027,93,1,1,0,1
4027,94,1,1,0,1
4027,95,3,0,1,1
4027,96,3,0,1,1
4027,97,2,-1,1,0
4027,98,1,1,0,1
4027,99,1,1,0,1
4027,100,3,-1,1,1
