subject,trial,response,reward,trial_type,accuracy
3005,1,3,0,1,1
3005,2,3,1,1,1
3005,3,1,1,0,1
3005,4,3,0,0,0
3005,5,3,0,1,1
3005,6,3,0,1,1
3005,7,3,0,1,1
3005,8,3,0,1,1
3005,9,3,0,0,0
3005,10,1,1,0,1
3005,11,2,0,1,0
3005,12,1,1,0,1
3005,13,1,1,0,1
3005,14,3,0,0,0
3005,15,2,0,1,0
3005,16,1,0,0,1
3005,17,1,1,0,1
3005,18,3,0,0,0
3005,19,3,1,0,0
3005,20,3,-1,0,0
3005,21,2,-1,1,0
3005,22,3,1,0,0
3005,23,3,0,1,1
3005,24,1,1,0,1
3005,25,2,-1,1,0
3005,26,2,-1,1,0
3005,27,2,-1,1,0
3005,28,2,-1,1,0
3005,29,3,0,0,0
3005,30,3,0,1,1
3005,31,1,1,0,1
3005,32,3,0,1,1
3005,33,3,0,0,0
3005,34,2,-1,1,0
3005,35,1,1,0,1
3005,36,1,1,0,1
3005,37,3,0,1,1
3005,38,3,-1,1,1
3005,39,3,0,1,1
3005,40,3,0,1,1
3005,41,1,0,0,1
3005,42,3,0,1,1
3005,43,1,0,0,1
3005,44,1,1,0,1
3005,45,1,0,0,1
3005,46,2,-1,1,0
3005,47,2,-1,1,0
3005,48,1,1,0,1
3005,49,1,1,0,1
3005,50,1,1,0,1
3005,51,1,1,0,1
3005,52,1,1,0,1
3005,53,1,1,0,1
3005,54,2,-1,1,0
3005,55,1,1,0,1
3005,56,3,0,1,1
3005,57,3,0,1,1
3005,58,2,-1,1,0
3005,59,1,1,0,1
3005,60,1,1,0,1
3005,61,2,0,1,0
3005,62,1,1,0,1
3005,63,2,-1,1,0
3005,64,1,1,0,1
3005,65,3,0,1,1
3005,66,2,-1,1,0
3005,67,2,0,1,0
3005,68,3,0,1,1
3005,69,1,1,0,1
3005,70,2,-1,1,0
3005,71,3,0,1,1
3005,72,3,0,1,1
3005,73,2,-1,1,0
3005,74,3,0,1,1
3005,75,1,0,0,1
3005,76,1,1,0,1
3005,77,1,1,0,1
3005,78,1,0,0,1
3005,79,1,1,0,1
3005,80,2,-1,1,0
3005,81,1,1,0,1
3005,82,3,0,1,1
3005,83,1,1,0,1
3005,84,1,0,0,1
3005,85,2,-1,1,0
3005,86,-99,-99,0,NaN
3005,87,2,-1,1,0
3005,88,2,0,1,0
3005,89,1,1,0,1
3005,90,3,0,1,1
3005,91,3,0,1,1
3005,92,3,0,1,1
3005,93,3,0,1,1
3005,94,1,0,0,1
3005,95,3,0,1,1
3005,96,1,1,0,1
3005,97,3,0,1,1
3005,98,1,1,0,1
3005,99,1,1,0,1
3005,100,1,1,0,1
