subject,trial,response,reward,trial_type,accuracy
4014,1,3,0,0,0
4014,2,1,0,0,1
4014,3,3,0,0,0
4014,4,2,-1,1,0
4014,5,3,0,1,1
4014,6,3,0,1,1
4014,7,3,0,1,1
4014,8,2,-1,1,0
4014,9,1,1,0,1
4014,10,1,1,0,1
4014,11,1,1,0,1
4014,12,3,0,1,1
4014,13,1,1,0,1
4014,14,1,1,0,1
4014,15,3,0,1,1
4014,16,3,1,1,1
4014,17,3,0,1,1
4014,18,1,1,0,1
4014,19,3,0,1,1
4014,20,3,0,1,1
4014,21,3,0,0,0
4014,22,1,1,0,1
4014,23,3,0,1,1
4014,24,1,0,0,1
4014,25,1,1,0,1
4014,26,1,1,0,1
4014,27,3,0,1,1
4014,28,3,0,1,1
4014,29,3,-1,1,1
4014,30,3,0,1,1
4014,31,1,1,0,1
4014,32,3,0,1,1
4014,33,3,-1,1,1
4014,34,1,1,0,1
4014,35,1,1,0,1
4014,36,3,0,0,0
4014,37,3,0,1,1
4014,38,1,1,0,1
4014,39,3,0,1,1
4014,40,1,1,0,1
4014,41,3,0,1,1
4014,42,3,0,1,1
4014,43,3,-1,1,1
4014,44,1,1,0,1
4014,45,3,0,1,1
4014,46,3,0,1,1
4014,47,3,0,1,1
4014,48,3,0,1,1
4014,49,1,0,0,1
4014,50,1,1,0,1
4014,51,1,1,0,1
4014,52,1,1,0,1
4014,53,3,0,1,1
4014,54,3,0,1,1
4014,55,3,0,1,1
4014,56,3,0,1,1
4014,57,3,0,1,1
4014,58,1,0,0,1
4014,59,3,0,1,1
4014,60,1,1,0,1
4014,61,1,1,0,1
4014,62,3,0,1,1
4014,63,1,1,0,1
4014,64,1,1,0,1
4014,65,1,1,0,1
4014,66,1,1,0,1
4014,67,3,0,1,1
4014,68,1,1,0,1
4014,69,1,0,0,1
4014,70,3,0,1,1
4014,71,1,0,0,1
4014,72,1,1,0,1
4014,73,1,1,0,1
4014,74,1,1,0,1
4014,75,3,0,1,1
4014,76,3,0,1,1
4014,77,1,1,0,1
4014,78,1,1,0,1
4014,79,3,0,1,1
4014,80,3,0,1,1
4014,81,1,1,0,1
4014,82,3,0,1,1
4014,83,1,1,0,1
4014,84,1,1,0,1
4014,85,3,-1,1,1
4014,86,3,0,1,1
4014,87,3,0,1,1
4014,88,1,1,0,1
4014,89,1,1,0,1
4014,90,3,0,1,1
4014,91,1,1,0,1
4014,92,3,0,1,1
4014,93,1,1,0,1
4014,94,1,0,0,1
4014,95,3,0,1,1
4014,96,3,0,1,1
4014,97,3,0,1,1
4014,98,1,1,0,1
4014,99,1,1,0,1
4014,100,3,0,1,1
