subject,trial,response,reward,trial_type,accuracy
3026,1,3,0,0,0
3026,2,-99,-99,1,-99
3026,3,3,0,0,0
3026,4,3,0,1,1
3026,5,3,0,0,0
3026,6,3,0,1,1
3026,7,3,0,0,0
3026,8,1,1,0,1
3026,9,2,-1,1,0
3026,10,3,0,1,1
3026,11,-99,-99,1,-99
3026,12,3,0,1,1
3026,13,3,-1,0,0
3026,14,3,0,1,1
3026,15,3,0,1,1
3026,16,3,1,1,1
3026,17,3,1,0,0
3026,18,3,0,0,0
3026,19,3,0,0,0
3026,20,3,0,1,1
3026,21,3,0,1,1
3026,22,3,0,1,1
3026,23,3,0,1,1
3026,24,3,0,1,1
3026,25,1,1,0,1
3026,26,3,0,1,1
3026,27,3,0,0,0
3026,28,3,0,0,0
3026,29,3,0,1,1
3026,30,3,0,1,1
3026,31,1,0,0,1
3026,32,3,-1,1,1
3026,33,3,-1,0,0
3026,34,3,0,1,1
3026,35,1,1,0,1
3026,36,3,0,1,1
3026,37,3,0,1,1
3026,38,3,0,1,1
3026,39,1,1,0,1
3026,40,3,0,1,1
3026,41,-99,-99,1,-99
3026,42,3,0,1,1
3026,43,3,0,1,1
3026,44,3,0,0,0
3026,45,1,1,0,1
3026,46,3,-1,0,0
3026,47,1,0,0,1
3026,48,2,-1,1,0
3026,49,3,0,0,0
3026,50,1,1,0,1
3026,51,3,-1,1,1
3026,52,3,0,1,1
3026,53,3,0,0,0
3026,54,3,0,1,1
3026,55,3,1,1,1
3026,56,1,1,0,1
3026,57,1,1,0,1
3026,58,1,0,0,1
3026,59,1,1,0,1
3026,60,3,0,1,1
3026,61,1,1,0,1
3026,62,1,1,0,1
3026,63,1,1,0,1
3026,64,3,0,1,1
3026,65,3,0,1,1
3026,66,1,1,0,1
3026,67,1,1,0,1
3026,68,1,0,0,1
3026,69,1,0,0,1
3026,70,1,1,0,1
3026,71,3,0,1,1
3026,72,3,0,1,1
3026,73,1,1,0,1
3026,74,3,0,1,1
3026,75,3,0,1,1
3026,76,1,1,0,1
3026,77,3,0,1,1
3026,78,3,0,0,0
3026,79,3,1,1,1
3026,80,3,0,1,1
3026,81,1,0,0,1
3026,82,-99,-99,0,-99
3026,83,1,1,0,1
3026,84,3,0,1,1
3026,85,3,1,1,1
3026,86,3,0,1,1
3026,87,3,0,1,1
3026,88,1,1,0,1
3026,89,1,1,0,1
3026,90,1,1,0,1
3026,91,3,0,1,1
3026,92,1,1,0,1
3026,93,1,1,0,1
3026,94,1,1,0,1
3026,95,1,1,0,1
3026,96,3,0,1,1
3026,97,1,1,0,1
3026,98,3,0,1,1
3026,99,3,0,1,1
3026,100,1,0,0,1
