subject,trial,response,reward,trial_type,accuracy
4022,1,1,0,0,1
4022,2,3,0,1,1
4022,3,1,1,0,1
4022,4,3,0,1,1
4022,5,1,1,0,1
4022,6,3,0,1,1
4022,7,1,0,0,1
4022,8,1,0,0,1
4022,9,3,0,1,1
4022,10,3,0,1,1
4022,11,3,0,1,1
4022,12,3,0,1,1
4022,13,1,1,0,1
4022,14,3,-1,1,1
4022,15,3,0,1,1
4022,16,3,0,1,1
4022,17,1,1,0,1
4022,18,1,1,0,1
4022,19,1,1,0,1
4022,20,3,0,1,1
4022,21,3,0,1,1
4022,22,3,0,1,1
4022,23,3,1,1,1
4022,24,3,0,1,1
4022,25,1,1,0,1
4022,26,3,0,1,1
4022,27,1,1,0,1
4022,28,3,0,0,0
4022,29,3,0,1,1
4022,30,3,0,1,1
4022,31,1,1,0,1
4022,32,3,0,1,1
4022,33,1,1,0,1
4022,34,3,-1,1,1
4022,35,1,1,0,1
4022,36,3,0,1,1
4022,37,3,0,1,1
4022,38,3,0,1,1
4022,39,1,1,0,1
4022,40,3,0,1,1
4022,41,3,0,1,1
4022,42,3,0,1,1
4022,43,3,1,1,1
4022,44,-99,-99,0,-99
4022,45,1,1,0,1
4022,46,1,1,0,1
4022,47,1,0,0,1
4022,48,3,0,1,1
4022,49,1,0,0,1
4022,50,1,1,0,1
4022,51,3,0,1,1
4022,52,3,0,1,1
4022,53,1,1,0,1
4022,54,3,0,1,1
4022,55,3,0,1,1
4022,56,1,1,0,1
4022,57,1,1,0,1
4022,58,1,1,0,1
4022,59,1,1,0,1
4022,60,3,0,1,1
4022,61,1,1,0,1
4022,62,1,1,0,1
4022,63,1,1,0,1
4022,64,3,0,1,1
4022,65,3,0,1,1
4022,66,1,0,0,1
4022,67,1,1,0,1
4022,68,1,1,0,1
4022,69,1,1,0,1
4022,70,1,1,0,1
4022,71,3,0,1,1
4022,72,3,0,1,1
4022,73,1,0,0,1
4022,74,3,-1,1,1
4022,75,3,0,1,1
4022,76,1,1,0,1
4022,77,3,0,1,1
4022,78,1,1,0,1
4022,79,3,0,1,1
4022,80,3,0,1,1
4022,81,1,1,0,1
4022,82,1,1,0,1
4022,83,1,0,0,1
4022,84,3,0,1,1
4022,85,3,0,1,1
4022,86,3,0,1,1
4022,87,3,0,1,1
4022,88,1,1,0,1
4022,89,1,0,0,1
4022,90,1,1,0,1
4022,91,3,0,1,1
4022,92,1,1,0,1
4022,93,1,1,0,1
4022,94,1,1,0,1
4022,95,3,0,0,0
4022,96,3,0,1,1
4022,97,1,1,0,1
4022,98,3,0,1,1
4022,99,3,0,1,1
4022,100,1,0,0,1
