subject,trial,response,reward,trial_type,accuracy
4018,1,1,1,0,1
4018,2,1,1,0,1
4018,3,1,1,0,1
4018,4,3,0,1,1
4018,5,2,0,1,0
4018,6,2,0,1,0
4018,7,2,-1,1,0
4018,8,2,0,1,0
4018,9,1,1,0,1
4018,10,1,1,0,1
4018,11,1,1,0,1
4018,12,2,-1,1,0
4018,13,1,1,0,1
4018,14,3,0,0,0
4018,15,2,-1,1,0
4018,16,3,0,1,1
4018,17,3,0,1,1
4018,18,1,1,0,1
4018,19,3,0,1,1
4018,20,3,0,1,1
4018,21,1,1,0,1
4018,22,3,0,0,0
4018,23,3,-1,1,1
4018,24,1,1,0,1
4018,25,1,1,0,1
4018,26,1,1,0,1
4018,27,3,0,1,1
4018,28,3,0,1,1
4018,29,3,0,1,1
4018,30,3,0,1,1
4018,31,1,0,0,1
4018,32,3,0,1,1
4018,33,3,0,1,1
4018,34,1,0,0,1
4018,35,1,0,0,1
4018,36,-99,-99,0,NaN
4018,37,3,0,1,1
4018,38,1,1,0,1
4018,39,3,0,1,1
4018,40,1,1,0,1
4018,41,3,0,1,1
4018,42,3,0,1,1
4018,43,3,0,1,1
4018,44,1,0,0,1
4018,45,3,0,1,1
4018,46,3,0,1,1
4018,47,3,0,1,1
4018,48,3,0,1,1
4018,49,1,1,0,1
4018,50,1,0,0,1
4018,51,1,1,0,1
4018,52,1,1,0,1
4018,53,3,0,1,1
4018,54,3,0,1,1
4018,55,3,0,1,1
4018,56,3,1,1,1
4018,57,3,0,1,1
4018,58,1,1,0,1
4018,59,3,-1,1,1
4018,60,1,1,0,1
4018,61,1,1,0,1
4018,62,3,-1,1,1
4018,63,1,1,0,1
4018,64,1,1,0,1
4018,65,1,1,0,1
4018,66,1,0,0,1
4018,67,3,-1,1,1
4018,68,-99,-99,0,NaN
4018,69,1,1,0,1
4018,70,3,0,1,1
4018,71,1,1,0,1
4018,72,1,1,0,1
4018,73,1,1,0,1
4018,74,1,1,0,1
4018,75,3,0,1,1
4018,76,3,1,1,1
4018,77,1,1,0,1
4018,78,1,1,0,1
4018,79,3,0,1,1
4018,80,3,0,1,1
4018,81,1,1,0,1
4018,82,3,-1,1,1
4018,83,1,1,0,1
4018,84,-99,-99,0,NaN
4018,85,3,0,1,1
4018,86,3,0,1,1
4018,87,3,0,1,1
4018,88,1,1,0,1
4018,89,1,0,0,1
4018,90,3,0,1,1
4018,91,1,1,0,1
4018,92,3,0,1,1
4018,93,1,1,0,1
4018,94,1,1,0,1
4018,95,3,0,1,1
4018,96,-99,-99,1,NaN
4018,97,3,0,1,1
4018,98,1,1,0,1
4018,99,1,1,0,1
4018,100,3,-1,1,1
