subject,trial,response,reward,trial_type,accuracy
4022,1,3,0,0,0
4022,2,1,1,0,1
4022,3,1,1,0,1
4022,4,3,0,1,1
4022,5,3,0,1,1
4022,6,3,0,1,1
4022,7,3,0,1,1
4022,8,3,-1,1,1
4022,9,1,0,0,1
4022,10,1,1,0,1
4022,11,1,1,0,1
4022,12,3,0,1,1
4022,13,1,1,0,1
4022,14,1,0,0,1
4022,15,3,0,1,1
4022,16,3,0,1,1
4022,17,3,-1,1,1
4022,18,1,1,0,1
4022,19,3,0,1,1
4022,20,3,0,1,1
4022,21,3,0,0,0
4022,22,1,1,0,1
4022,23,3,0,1,1
4022,24,1,1,0,1
4022,25,1,1,0,1
4022,26,1,1,0,1
4022,27,3,0,1,1
4022,28,3,0,1,1
4022,29,3,0,1,1
4022,30,3,0,1,1
4022,31,1,0,0,1
4022,32,3,0,1,1
4022,33,3,0,1,1
4022,34,1,1,0,1
4022,35,1,1,0,1
4022,36,1,1,0,1
4022,37,3,0,1,1
4022,38,1,1,0,1
4022,39,3,0,1,1
4022,40,1,0,0,1
4022,41,3,0,1,1
4022,42,3,0,1,1
4022,43,3,0,1,1
4022,44,1,1,0,1
4022,45,3,1,1,1
4022,46,3,0,1,1
4022,47,3,0,1,1
4022,48,3,0,1,1
4022,49,1,1,0,1
4022,50,1,0,0,1
4022,51,1,1,0,1
4022,52,1,1,0,1
4022,53,-99,-99,1,NaN
4022,54,3,-1,1,1
4022,55,3,0,1,1
4022,56,3,0,1,1
4022,57,3,0,1,1
4022,58,1,1,0,1
4022,59,3,1,1,1
4022,60,1,1,0,1
4022,61,1,1,0,1
4022,62,3,0,1,1
4022,63,1,1,0,1
4022,64,1,1,0,1
4022,65,1,1,0,1
4022,66,1,0,0,1
4022,67,3,1,1,1
4022,68,1,1,0,1
4022,69,1,0,0,1
4022,70,3,0,1,1
4022,71,1,1,0,1
4022,72,1,0,0,1
4022,73,1,1,0,1
4022,74,1,1,0,1
4022,75,3,0,1,1
4022,76,3,0,1,1
4022,77,1,1,0,1
4022,78,1,1,0,1
4022,79,3,0,1,1
4022,80,3,0,1,1
4022,81,1,1,0,1
4022,82,-99,-99,1,NaN
4022,83,1,1,0,1
4022,84,1,1,0,1
4022,85,3,1,1,1
4022,86,3,0,1,1
4022,87,3,0,1,1
4022,88,1,1,0,1
4022,89,1,0,0,1
4022,90,3,0,1,1
4022,91,1,0,0,1
4022,92,3,0,1,1
4022,93,1,1,0,1
4022,94,1,0,0,1
4022,95,3,0,1,1
4022,96,3,0,1,1
4022,97,3,1,1,1
4022,98,1,1,0,1
4022,99,1,1,0,1
4022,100,3,-1,1,1
