subject,trial,response,reward,trial_type,accuracy
3018,1,3,0,0,0
3018,2,3,-1,1,1
3018,3,1,0,0,1
3018,4,2,0,1,0
3018,5,3,0,0,0
3018,6,3,0,1,1
3018,7,3,0,0,0
3018,8,3,1,0,0
3018,9,3,0,1,1
3018,10,3,1,1,1
3018,11,3,0,1,1
3018,12,3,0,1,1
3018,13,3,0,0,0
3018,14,2,0,1,0
3018,15,2,-1,1,0
3018,16,3,0,1,1
3018,17,1,1,0,1
3018,18,1,1,0,1
3018,19,1,0,0,1
3018,20,2,-1,1,0
3018,21,2,-1,1,0
3018,22,3,0,1,1
3018,23,3,0,1,1
3018,24,3,0,1,1
3018,25,1,1,0,1
3018,26,2,-1,1,0
3018,27,1,1,0,1
3018,28,1,1,0,1
3018,29,2,0,1,0
3018,30,3,0,1,1
3018,31,1,1,0,1
3018,32,3,-1,1,1
3018,33,1,1,0,1
3018,34,3,0,1,1
3018,35,1,1,0,1
3018,36,2,-1,1,0
3018,37,3,0,1,1
3018,38,3,0,1,1
3018,39,1,1,0,1
3018,40,2,-1,1,0
3018,41,3,-1,1,1
3018,42,3,0,1,1
3018,43,3,0,1,1
3018,44,1,1,0,1
3018,45,1,1,0,1
3018,46,1,1,0,1
3018,47,1,1,0,1
3018,48,3,-1,1,1
3018,49,1,1,0,1
3018,50,1,0,0,1
3018,51,3,0,1,1
3018,52,2,0,1,0
3018,53,1,1,0,1
3018,54,3,1,1,1
3018,55,2,-1,1,0
3018,56,1,1,0,1
3018,57,1,0,0,1
3018,58,1,1,0,1
3018,59,1,1,0,1
3018,60,2,-1,1,0
3018,61,1,1,0,1
3018,62,1,1,0,1
3018,63,1,1,0,1
3018,64,3,1,1,1
3018,65,3,0,1,1
3018,66,1,1,0,1
3018,67,1,1,0,1
3018,68,1,1,0,1
3018,69,1,1,0,1
3018,70,1,1,0,1
3018,71,3,0,1,1
3018,72,3,0,1,1
3018,73,1,1,0,1
3018,74,3,0,1,1
3018,75,3,-1,1,1
3018,76,1,1,0,1
3018,77,3,0,1,1
3018,78,1,1,0,1
3018,79,3,0,1,1
3018,80,3,1,1,1
3018,81,1,0,0,1
3018,82,1,1,0,1
3018,83,1,1,0,1
3018,84,3,0,1,1
3018,85,3,0,1,1
3018,86,3,-1,1,1
3018,87,3,0,1,1
3018,88,1,1,0,1
3018,89,1,0,0,1
3018,90,1,0,0,1
3018,91,3,0,1,1
3018,92,1,1,0,1
3018,93,1,1,0,1
3018,94,1,0,0,1
3018,95,1,0,0,1
3018,96,3,0,1,1
3018,97,1,1,0,1
3018,98,3,0,1,1
3018,99,3,0,1,1
3018,100,1,1,0,1
