subject,trial,response,reward,trial_type,accuracy
3041,1,3,0,1,1
3041,2,2,0,1,0
3041,3,1,1,0,1
3041,4,1,0,0,1
3041,5,2,-1,1,0
3041,6,3,0,0,0
3041,7,3,0,1,1
3041,8,3,1,1,1
3041,9,1,0,0,1
3041,10,3,0,0,0
3041,11,3,0,1,1
3041,12,1,1,0,1
3041,13,3,0,1,1
3041,14,3,0,1,1
3041,15,3,1,1,1
3041,16,3,0,1,1
3041,17,3,0,1,1
3041,18,3,0,1,1
3041,19,3,-1,1,1
3041,20,1,1,0,1
3041,21,1,1,0,1
3041,22,3,0,1,1
3041,23,3,0,1,1
3041,24,1,1,0,1
3041,25,3,-1,1,1
3041,26,1,0,0,1
3041,27,3,0,1,1
3041,28,1,1,0,1
3041,29,1,1,0,1
3041,30,1,1,0,1
3041,31,3,0,1,1
3041,32,1,1,0,1
3041,33,3,0,1,1
3041,34,3,0,1,1
3041,35,1,0,0,1
3041,36,3,1,1,1
3041,37,3,0,1,1
3041,38,1,0,0,1
3041,39,1,1,0,1
3041,40,1,1,0,1
3041,41,1,1,0,1
3041,42,1,1,0,1
3041,43,3,0,1,1
3041,44,3,-1,1,1
3041,45,3,0,1,1
3041,46,1,1,0,1
3041,47,1,1,0,1
3041,48,3,0,1,1
3041,49,3,1,1,1
3041,50,1,1,0,1
3041,51,1,1,0,1
3041,52,1,1,0,1
3041,53,1,1,0,1
3041,54,3,0,1,1
3041,55,1,0,0,1
3041,56,1,1,0,1
3041,57,1,1,0,1
3041,58,1,0,0,1
3041,59,1,0,0,1
3041,60,3,0,1,1
3041,61,3,0,1,1
3041,62,1,1,0,1
3041,63,1,1,0,1
3041,64,1,1,0,1
3041,65,3,0,1,1
3041,66,1,0,0,1
3041,67,1,1,0,1
3041,68,3,0,1,1
3041,69,3,0,1,1
3041,70,3,0,1,1
3041,71,3,0,1,1
3041,72,3,-1,1,1
3041,73,3,0,1,1
3041,74,1,1,0,1
3041,75,3,0,1,1
3041,76,1,1,0,1
3041,77,3,0,1,1
3041,78,1,1,0,1
3041,79,1,1,0,1
3041,80,3,0,1,1
3041,81,1,1,0,1
3041,82,1,1,0,1
3041,83,1,1,0,1
3041,84,1,1,0,1
3041,85,3,0,1,1
3041,86,3,0,1,1
3041,87,3,0,1,1
3041,88,1,1,0,1
3041,89,1,1,0,1
3041,90,3,0,1,1
3041,91,3,0,1,1
3041,92,1,1,0,1
3041,93,3,0,1,1
3041,94,3,0,1,1
3041,95,1,1,0,1
3041,96,3,-1,1,1
3041,97,3,-1,1,1
3041,98,1,0,0,1
3041,99,1,1,0,1
3041,100,3,0,1,1
