subject,trial,response,reward,trial_type,accuracy
4025,1,3,0,1,1
4025,2,2,-1,1,0
4025,3,3,-1,0,0
4025,4,1,1,0,1
4025,5,2,-1,1,0
4025,6,1,0,0,1
4025,7,2,0,1,0
4025,8,3,0,1,1
4025,9,3,0,0,0
4025,10,1,1,0,1
4025,11,3,0,1,1
4025,12,1,1,0,1
4025,13,3,0,1,1
4025,14,3,1,1,1
4025,15,3,0,1,1
4025,16,3,0,1,1
4025,17,3,0,1,1
4025,18,3,0,1,1
4025,19,3,-1,1,1
4025,20,1,1,0,1
4025,21,1,1,0,1
4025,22,3,0,1,1
4025,23,3,1,1,1
4025,24,1,1,0,1
4025,25,3,0,1,1
4025,26,1,1,0,1
4025,27,3,0,1,1
4025,28,1,1,0,1
4025,29,1,1,0,1
4025,30,1,1,0,1
4025,31,3,0,1,1
4025,32,1,0,0,1
4025,33,3,0,1,1
4025,34,3,0,1,1
4025,35,1,1,0,1
4025,36,3,0,1,1
4025,37,3,-1,1,1
4025,38,1,1,0,1
4025,39,1,0,0,1
4025,40,1,1,0,1
4025,41,1,1,0,1
4025,42,1,1,0,1
4025,43,3,0,1,1
4025,44,3,0,1,1
4025,45,3,0,1,1
4025,46,1,0,0,1
4025,47,1,1,0,1
4025,48,3,0,1,1
4025,49,3,0,1,1
4025,50,1,1,0,1
4025,51,1,1,0,1
4025,52,1,1,0,1
4025,53,1,1,0,1
4025,54,3,0,1,1
4025,55,1,1,0,1
4025,56,1,1,0,1
4025,57,1,1,0,1
4025,58,1,1,0,1
4025,59,1,0,0,1
4025,60,3,-1,1,1
4025,61,3,0,1,1
4025,62,1,0,0,1
4025,63,1,1,0,1
4025,64,1,0,0,1
4025,65,3,0,1,1
4025,66,1,1,0,1
4025,67,1,1,0,1
4025,68,3,0,1,1
4025,69,3,0,1,1
4025,70,3,0,1,1
4025,71,3,0,1,1
4025,72,3,0,1,1
4025,73,3,-1,1,1
4025,74,1,1,0,1
4025,75,3,0,1,1
4025,76,1,1,0,1
4025,77,3,0,1,1
4025,78,1,1,0,1
4025,79,1,1,0,1
4025,80,3,0,1,1
4025,81,1,0,0,1
4025,82,1,1,0,1
4025,83,1,1,0,1
4025,84,1,1,0,1
4025,85,3,0,1,1
4025,86,3,0,1,1
4025,87,3,0,1,1
4025,88,1,1,0,1
4025,89,1,1,0,1
4025,90,3,0,1,1
4025,91,3,0,1,1
4025,92,1,0,0,1
4025,93,3,0,1,1
4025,94,3,0,1,1
4025,95,1,1,0,1
4025,96,3,0,1,1
4025,97,3,0,1,1
4025,98,1,1,0,1
4025,99,1,1,0,1
4025,100,3,0,1,1
