subject,trial,response,reward,trial_type,accuracy
4031,1,3,0,0,0
4031,2,1,0,0,1
4031,3,3,-1,0,0
4031,4,2,-1,1,0
4031,5,3,0,1,1
4031,6,2,0,1,0
4031,7,2,-1,1,0
4031,8,3,0,1,1
4031,9,1,1,0,1
4031,10,1,1,0,1
4031,11,1,1,0,1
4031,12,2,-1,1,0
4031,13,1,1,0,1
4031,14,1,1,0,1
4031,15,3,0,1,1
4031,16,3,0,1,1
4031,17,3,0,1,1
4031,18,3,0,0,0
4031,19,3,0,1,1
4031,20,3,-1,1,1
4031,21,1,0,0,1
4031,22,1,1,0,1
4031,23,3,1,1,1
4031,24,1,1,0,1
4031,25,1,1,0,1
4031,26,1,1,0,1
4031,27,3,0,1,1
4031,28,3,-1,1,1
4031,29,3,0,1,1
4031,30,3,0,1,1
4031,31,1,1,0,1
4031,32,3,0,1,1
4031,33,-99,-99,1,-99
4031,34,1,1,0,1
4031,35,1,1,0,1
4031,36,1,1,0,1
4031,37,3,0,1,1
4031,38,1,0,0,1
4031,39,3,0,1,1
4031,40,1,1,0,1
4031,41,3,1,1,1
4031,42,2,0,1,0
4031,43,3,0,1,1
4031,44,1,1,0,1
4031,45,3,0,1,1
4031,46,3,0,1,1
4031,47,3,0,1,1
4031,48,3,0,1,1
4031,49,-99,-99,0,-99
4031,50,1,0,0,1
4031,51,1,1,0,1
4031,52,1,1,0,1
4031,53,3,0,1,1
4031,54,3,0,1,1
4031,55,3,0,1,1
4031,56,3,0,1,1
4031,57,3,-1,1,1
4031,58,1,1,0,1
4031,59,3,0,1,1
4031,60,3,0,0,0
4031,61,1,1,0,1
4031,62,3,0,1,1
4031,63,1,1,0,1
4031,64,1,0,0,1
4031,65,1,1,0,1
4031,66,1,0,0,1
4031,67,3,0,1,1
4031,68,1,1,0,1
4031,69,1,1,0,1
4031,70,-99,-99,1,-99
4031,71,1,1,0,1
4031,72,1,1,0,1
4031,73,1,1,0,1
4031,74,1,0,0,1
4031,75,3,0,1,1
4031,76,3,0,1,1
4031,77,1,1,0,1
4031,78,1,1,0,1
4031,79,3,1,1,1
4031,80,3,0,1,1
4031,81,1,1,0,1
4031,82,3,0,1,1
4031,83,1,1,0,1
4031,84,1,1,0,1
4031,85,3,0,1,1
4031,86,3,0,1,1
4031,87,3,0,1,1
4031,88,1,0,0,1
4031,89,1,0,0,1
4031,90,3,-1,1,1
4031,91,1,1,0,1
4031,92,3,0,1,1
4031,93,1,1,0,1
4031,94,1,1,0,1
4031,95,3,0,1,1
4031,96,3,0,1,1
4031,97,3,1,1,1
4031,98,1,1,0,1
4031,99,1,1,0,1
4031,100,3,0,1,1
