subject,trial,response,reward,trial_type,accuracy
3043,1,1,1,0,1
3043,2,3,0,1,1
3043,3,1,0,0,1
3043,4,2,-1,1,0
3043,5,-99,-99,0,NaN
3043,6,3,-1,1,1
3043,7,1,1,0,1
3043,8,1,0,0,1
3043,9,3,0,1,1
3043,10,2,-1,1,0
3043,11,3,0,1,1
3043,12,3,0,1,1
3043,13,1,1,0,1
3043,14,3,0,1,1
3043,15,3,0,1,1
3043,16,3,0,1,1
3043,17,1,0,0,1
3043,18,1,1,0,1
3043,19,1,1,0,1
3043,20,3,0,1,1
3043,21,3,0,1,1
3043,22,3,0,1,1
3043,23,3,0,1,1
3043,24,3,-1,1,1
3043,25,1,1,0,1
3043,26,3,0,1,1
3043,27,1,1,0,1
3043,28,1,1,0,1
3043,29,3,0,1,1
3043,30,3,1,1,1
3043,31,3,-1,0,0
3043,32,3,0,1,1
3043,33,1,1,0,1
3043,34,3,0,1,1
3043,35,1,1,0,1
3043,36,3,1,1,1
3043,37,3,0,1,1
3043,38,3,0,1,1
3043,39,1,1,0,1
3043,40,3,0,1,1
3043,41,3,0,1,1
3043,42,-99,-99,1,NaN
3043,43,3,0,1,1
3043,44,1,1,0,1
3043,45,1,1,0,1
3043,46,1,1,0,1
3043,47,1,1,0,1
3043,48,3,1,1,1
3043,49,1,0,0,1
3043,50,1,1,0,1
3043,51,3,0,1,1
3043,52,3,-1,1,1
3043,53,1,1,0,1
3043,54,3,0,1,1
3043,55,3,0,1,1
3043,56,1,0,0,1
3043,57,1,0,0,1
3043,58,1,1,0,1
3043,59,1,1,0,1
3043,60,3,0,1,1
3043,61,1,1,0,1
3043,62,1,1,0,1
3043,63,1,1,0,1
3043,64,3,0,1,1
3043,65,3,0,1,1
3043,66,1,1,0,1
3043,67,1,1,0,1
3043,68,1,1,0,1
3043,69,1,1,0,1
3043,70,1,1,0,1
3043,71,3,1,1,1
3043,72,3,0,1,1
3043,73,1,1,0,1
3043,74,3,1,1,1
3043,75,3,0,1,1
3043,76,1,1,0,1
3043,77,3,0,1,1
3043,78,1,1,0,1
3043,79,3,0,1,1
3043,80,3,-1,1,1
3043,81,1,0,0,1
3043,82,1,1,0,1
3043,83,1,0,0,1
3043,84,3,0,1,1
3043,85,3,-1,1,1
3043,86,3,0,1,1
3043,87,3,-1,1,1
3043,88,1,1,0,1
3043,89,3,0,0,0
3043,90,1,1,0,1
3043,91,3,0,1,1
3043,92,1,1,0,1
3043,93,1,0,0,1
3043,94,1,1,0,1
3043,95,1,1,0,1
3043,96,3,1,1,1
3043,97,1,1,0,1
3043,98,3,1,1,1
3043,99,3,0,1,1
3043,100,1,1,0,1
