subject,trial,response,reward,trial_type,accuracy
3040,1,3,0,0,0
3040,2,3,0,0,0
3040,3,1,1,0,1
3040,4,1,0,0,1
3040,5,2,-1,1,0
3040,6,3,0,1,1
3040,7,1,1,0,1
3040,8,1,1,0,1
3040,9,1,1,0,1
3040,10,1,1,0,1
3040,11,3,0,1,1
3040,12,3,0,1,1
3040,13,2,-1,1,0
3040,14,3,-1,0,0
3040,15,3,1,1,1
3040,16,3,0,1,1
3040,17,1,1,0,1
3040,18,3,0,0,0
3040,19,1,1,0,1
3040,20,1,1,0,1
3040,21,3,0,1,1
3040,22,3,0,0,0
3040,23,1,1,0,1
3040,24,2,-1,1,0
3040,25,3,0,1,1
3040,26,3,-1,1,1
3040,27,3,0,1,1
3040,28,-99,-99,0,-99
3040,29,3,0,1,1
3040,30,2,-1,1,0
3040,31,-99,-99,0,-99
3040,32,2,-1,1,0
3040,33,3,1,1,1
3040,34,2,-1,1,0
3040,35,1,1,0,1
3040,36,3,0,0,0
3040,37,1,0,0,1
3040,38,3,0,1,1
3040,39,1,1,0,1
3040,40,1,0,0,1
3040,41,3,-1,1,1
3040,42,3,0,0,0
3040,43,3,0,1,1
3040,44,3,0,1,1
3040,45,1,1,0,1
3040,46,3,1,0,0
3040,47,1,1,0,1
3040,48,3,1,1,1
3040,49,3,0,1,1
3040,50,2,-1,1,0
3040,51,3,-1,0,0
3040,52,3,0,1,1
3040,53,1,1,0,1
3040,54,1,1,0,1
3040,55,3,0,1,1
3040,56,3,0,0,0
3040,57,1,1,0,1
3040,58,1,1,0,1
3040,59,3,0,1,1
3040,60,3,0,1,1
3040,61,3,0,1,1
3040,62,3,0,0,0
3040,63,3,0,1,1
3040,64,3,0,1,1
3040,65,2,0,1,0
3040,66,3,0,1,1
3040,67,3,0,1,1
3040,68,3,0,1,1
3040,69,2,-1,1,0
3040,70,3,1,1,1
3040,71,3,0,1,1
3040,72,1,0,0,1
3040,73,3,0,1,1
3040,74,3,0,0,0
3040,75,3,0,1,1
3040,76,1,1,0,1
3040,77,1,1,0,1
3040,78,1,1,0,1
3040,79,-99,-99,1,-99
3040,80,1,0,0,1
3040,81,1,1,0,1
3040,82,3,1,1,1
3040,83,2,-1,1,0
3040,84,-99,-99,1,-99
3040,85,1,1,0,1
3040,86,1,1,0,1
3040,87,3,0,1,1
3040,88,1,1,0,1
3040,89,2,-1,1,0
3040,90,1,1,0,1
3040,91,3,-1,1,1
3040,92,3,-1,1,1
3040,93,1,1,0,1
3040,94,1,1,0,1
3040,95,1,1,0,1
3040,96,1,1,0,1
3040,97,2,-1,1,0
3040,98,1,1,0,1
3040,99,1,1,0,1
3040,100,2,0,1,0
