subject,trial,response,reward,trial_type,accuracy
3037,1,2,0,1,0
3037,2,3,0,1,1
3037,3,1,1,0,1
3037,4,1,1,0,1
3037,5,3,0,1,1
3037,6,1,1,0,1
3037,7,2,-1,1,0
3037,8,3,0,1,1
3037,9,1,1,0,1
3037,10,1,0,0,1
3037,11,3,0,1,1
3037,12,1,0,0,1
3037,13,3,0,1,1
3037,14,2,-1,1,0
3037,15,3,-1,1,1
3037,16,3,0,1,1
3037,17,2,0,1,0
3037,18,3,0,1,1
3037,19,3,1,1,1
3037,20,1,1,0,1
3037,21,1,1,0,1
3037,22,-99,-99,1,-99
3037,23,3,0,1,1
3037,24,1,1,0,1
3037,25,3,0,1,1
3037,26,1,1,0,1
3037,27,3,0,1,1
3037,28,1,0,0,1
3037,29,1,1,0,1
3037,30,1,1,0,1
3037,31,-99,-99,1,-99
3037,32,1,1,0,1
3037,33,2,0,1,0
3037,34,3,1,1,1
3037,35,1,1,0,1
3037,36,3,-1,1,1
3037,37,2,-1,1,0
3037,38,1,1,0,1
3037,39,3,0,0,0
3037,40,1,0,0,1
3037,41,1,1,0,1
3037,42,1,1,0,1
3037,43,3,0,1,1
3037,44,3,0,1,1
3037,45,3,0,1,1
3037,46,1,0,0,1
3037,47,1,1,0,1
3037,48,3,0,1,1
3037,49,3,0,1,1
3037,50,1,1,0,1
3037,51,1,1,0,1
3037,52,1,1,0,1
3037,53,1,1,0,1
3037,54,3,0,1,1
3037,55,-99,-99,0,-99
3037,56,1,1,0,1
3037,57,1,1,0,1
3037,58,1,1,0,1
3037,59,1,1,0,1
3037,60,3,0,1,1
3037,61,2,-1,1,0
3037,62,1,0,0,1
3037,63,1,1,0,1
3037,64,1,1,0,1
3037,65,3,1,1,1
3037,66,1,1,0,1
3037,67,1,0,0,1
3037,68,3,0,1,1
3037,69,-99,-99,1,-99
3037,70,3,0,1,1
3037,71,3,-1,1,1
3037,72,3,0,1,1
3037,73,3,0,1,1
3037,74,1,1,0,1
3037,75,3,0,1,1
3037,76,1,1,0,1
3037,77,3,-1,1,1
3037,78,1,1,0,1
3037,79,1,1,0,1
3037,80,3,0,1,1
3037,81,1,1,0,1
3037,82,1,1,0,1
3037,83,1,1,0,1
3037,84,1,0,0,1
3037,85,3,0,1,1
3037,86,3,0,1,1
3037,87,3,0,1,1
3037,88,1,1,0,1
3037,89,1,1,0,1
3037,90,3,1,1,1
3037,91,3,-1,1,1
3037,92,1,1,0,1
3037,93,-99,-99,1,-99
3037,94,3,0,1,1
3037,95,1,1,0,1
3037,96,3,0,1,1
3037,97,3,0,1,1
3037,98,1,1,0,1
3037,99,1,0,0,1
3037,100,3,0,1,1
