subject,trial,response,reward,trial_type,accuracy
4003,1,3,1,1,1
4003,2,3,0,1,1
4003,3,3,0,0,0
4003,4,1,0,0,1
4003,5,3,0,1,1
4003,6,1,1,0,1
4003,7,-99,-99,1,NaN
4003,8,3,0,1,1
4003,9,1,1,0,1
4003,10,1,1,0,1
4003,11,3,-1,1,1
4003,12,-99,-99,0,NaN
4003,13,3,0,1,1
4003,14,3,-1,1,1
4003,15,2,-1,1,0
4003,16,3,0,1,1
4003,17,3,0,1,1
4003,18,3,0,1,1
4003,19,3,0,1,1
4003,20,1,1,0,1
4003,21,1,0,0,1
4003,22,3,0,1,1
4003,23,3,1,1,1
4003,24,1,1,0,1
4003,25,3,0,1,1
4003,26,1,1,0,1
4003,27,3,0,1,1
4003,28,1,0,0,1
4003,29,1,1,0,1
4003,30,1,1,0,1
4003,31,3,0,1,1
4003,32,1,1,0,1
4003,33,3,0,1,1
4003,34,3,0,1,1
4003,35,1,1,0,1
4003,36,3,0,1,1
4003,37,3,0,1,1
4003,38,3,0,0,0
4003,39,1,1,0,1
4003,40,1,0,0,1
4003,41,1,1,0,1
4003,42,1,1,0,1
4003,43,3,0,1,1
4003,44,3,0,1,1
4003,45,3,1,1,1
4003,46,1,1,0,1
4003,47,1,1,0,1
4003,48,3,0,1,1
4003,49,3,0,1,1
4003,50,1,1,0,1
4003,51,1,0,0,1
4003,52,3,0,0,0
4003,53,1,1,0,1
4003,54,3,0,1,1
4003,55,1,1,0,1
4003,56,1,1,0,1
4003,57,1,1,0,1
4003,58,1,0,0,1
4003,59,1,1,0,1
4003,60,3,0,1,1
4003,61,3,0,1,1
4003,62,1,1,0,1
4003,63,1,1,0,1
4003,64,1,1,0,1
4003,65,3,0,1,1
4003,66,1,1,0,1
4003,67,1,1,0,1
4003,68,3,0,1,1
4003,69,3,0,1,1
4003,70,3,-1,1,1
4003,71,3,0,1,1
4003,72,3,0,1,1
4003,73,3,0,1,1
4003,74,1,1,0,1
4003,75,3,0,1,1
4003,76,1,1,0,1
4003,77,3,-1,1,1
4003,78,1,0,0,1
4003,79,3,0,0,0
4003,80,3,1,1,1
4003,81,1,1,0,1
4003,82,1,0,0,1
4003,83,1,1,0,1
4003,84,1,1,0,1
4003,85,3,0,1,1
4003,86,3,0,1,1
4003,87,3,-1,1,1
4003,88,1,1,0,1
4003,89,1,1,0,1
4003,90,3,0,1,1
4003,91,3,0,1,1
4003,92,1,1,0,1
4003,93,3,0,1,1
4003,94,3,0,1,1
4003,95,1,1,0,1
4003,96,3,0,1,1
4003,97,3,0,1,1
4003,98,1,1,0,1
4003,99,1,1,0,1
4003,100,3,0,1,1
