subject,trial,response,reward,trial_type,accuracy
3001,1,1,1,0,1
3001,2,1,0,0,1
3001,3,1,1,0,1
3001,4,3,1,1,1
3001,5,3,0,1,1
3001,6,3,0,1,1
3001,7,3,0,1,1
3001,8,3,0,1,1
3001,9,1,1,0,1
3001,10,1,1,0,1
3001,11,1,1,0,1
3001,12,3,0,1,1
3001,13,1,1,0,1
3001,14,1,1,0,1
3001,15,3,0,1,1
3001,16,-99,-99,1,NaN
3001,17,3,0,1,1
3001,18,1,1,0,1
3001,19,3,1,1,1
3001,20,3,0,1,1
3001,21,1,1,0,1
3001,22,1,0,0,1
3001,23,3,0,1,1
3001,24,1,1,0,1
3001,25,1,0,0,1
3001,26,1,0,0,1
3001,27,3,0,1,1
3001,28,3,-1,1,1
3001,29,3,0,1,1
3001,30,3,0,1,1
3001,31,1,1,0,1
3001,32,3,0,1,1
3001,33,3,0,1,1
3001,34,1,1,0,1
3001,35,1,1,0,1
3001,36,-99,-99,0,NaN
3001,37,3,0,1,1
3001,38,1,1,0,1
3001,39,3,0,1,1
3001,40,1,1,0,1
3001,41,3,-1,1,1
3001,42,3,0,1,1
3001,43,-99,-99,1,NaN
3001,44,1,1,0,1
3001,45,2,-1,1,0
3001,46,3,1,1,1
3001,47,3,0,1,1
3001,48,3,0,1,1
3001,49,1,1,0,1
3001,50,1,1,0,1
3001,51,1,1,0,1
3001,52,1,1,0,1
3001,53,3,0,1,1
3001,54,-99,-99,1,NaN
3001,55,3,0,1,1
3001,56,3,0,1,1
3001,57,3,1,1,1
3001,58,1,1,0,1
3001,59,2,-1,1,0
3001,60,1,1,0,1
3001,61,1,0,0,1
3001,62,3,0,1,1
3001,63,1,1,0,1
3001,64,1,1,0,1
3001,65,1,1,0,1
3001,66,1,1,0,1
3001,67,-99,-99,1,NaN
3001,68,1,0,0,1
3001,69,-99,-99,0,NaN
3001,70,3,0,1,1
3001,71,1,1,0,1
3001,72,1,0,0,1
3001,73,1,1,0,1
3001,74,1,0,0,1
3001,75,3,0,1,1
3001,76,3,0,1,1
3001,77,1,1,0,1
3001,78,1,1,0,1
3001,79,-99,-99,1,NaN
3001,80,2,-1,1,0
3001,81,1,1,0,1
3001,82,3,0,1,1
3001,83,1,1,0,1
3001,84,1,1,0,1
3001,85,3,0,1,1
3001,86,3,0,1,1
3001,87,3,-1,1,1
3001,88,1,1,0,1
3001,89,1,1,0,1
3001,90,3,0,1,1
3001,91,1,1,0,1
3001,92,-99,-99,1,NaN
3001,93,1,1,0,1
3001,94,1,1,0,1
3001,95,3,1,1,1
3001,96,3,0,1,1
3001,97,-99,-99,1,NaN
3001,98,-99,-99,0,NaN
3001,99,1,0,0,1
3001,100,3,0,1,1
