subject,trial,response,reward,trial_type,accuracy
4006,1,3,1,0,0
4006,2,3,0,0,0
4006,3,3,0,0,0
4006,4,2,-1,1,0
4006,5,3,0,1,1
4006,6,2,0,1,0
4006,7,2,-1,1,0
4006,8,3,1,1,1
4006,9,3,0,0,0
4006,10,3,0,0,0
4006,11,1,1,0,1
4006,12,3,0,1,1
4006,13,1,1,0,1
4006,14,1,1,0,1
4006,15,3,0,1,1
4006,16,3,0,1,1
4006,17,2,-1,1,0
4006,18,1,1,0,1
4006,19,3,-1,1,1
4006,20,3,0,1,1
4006,21,1,1,0,1
4006,22,1,1,0,1
4006,23,3,1,1,1
4006,24,1,1,0,1
4006,25,1,1,0,1
4006,26,1,1,0,1
4006,27,3,0,1,1
4006,28,3,0,1,1
4006,29,3,0,1,1
4006,30,2,0,1,0
4006,31,1,1,0,1
4006,32,3,0,1,1
4006,33,2,-1,1,0
4006,34,1,1,0,1
4006,35,1,0,0,1
4006,36,1,0,0,1
4006,37,3,0,1,1
4006,38,1,1,0,1
4006,39,3,-1,1,1
4006,40,1,1,0,1
4006,41,3,0,1,1
4006,42,3,0,1,1
4006,43,3,-1,1,1
4006,44,1,0,0,1
4006,45,2,-1,1,0
4006,46,3,0,1,1
4006,47,3,0,1,1
4006,48,3,0,1,1
4006,49,1,1,0,1
4006,50,1,1,0,1
4006,51,1,1,0,1
4006,52,1,1,0,1
4006,53,3,0,1,1
4006,54,3,0,1,1
4006,55,3,1,1,1
4006,56,3,0,1,1
4006,57,3,0,1,1
4006,58,1,1,0,1
4006,59,3,0,1,1
4006,60,1,1,0,1
4006,61,1,0,0,1
4006,62,3,-1,1,1
4006,63,1,1,0,1
4006,64,1,1,0,1
4006,65,1,1,0,1
4006,66,1,1,0,1
4006,67,3,0,1,1
4006,68,1,1,0,1
4006,69,1,0,0,1
4006,70,3,0,1,1
4006,71,1,1,0,1
4006,72,1,1,0,1
4006,73,1,1,0,1
4006,74,1,1,0,1
4006,75,3,0,1,1
4006,76,3,-1,1,1
4006,77,3,0,0,0
4006,78,1,1,0,1
4006,79,3,0,1,1
4006,80,3,0,1,1
4006,81,1,1,0,1
4006,82,3,0,1,1
4006,83,1,0,0,1
4006,84,1,1,0,1
4006,85,3,0,1,1
4006,86,3,-1,1,1
4006,87,3,0,1,1
4006,88,1,1,0,1
4006,89,1,1,0,1
4006,90,3,0,1,1
4006,91,1,1,0,1
4006,92,3,0,1,1
4006,93,1,1,0,1
4006,94,1,1,0,1
4006,95,3,0,1,1
4006,96,3,1,1,1
4006,97,3,0,1,1
4006,98,1,0,0,1
4006,99,1,1,0,1
4006,100,3,0,1,1
